dept_id,state_id,cat_id,d,date,event_name_1,event_type_1,value_sales,sell_price
FOODS_1,CA,FOODS,d_972,2013-09-26,"","",270,3.24418719211823
FOODS_1,CA,FOODS,d_973,2013-09-27,"","",289,3.24418719211823
FOODS_1,CA,FOODS,d_974,2013-09-28,"","",384,3.24418719211823
FOODS_1,CA,FOODS,d_975,2013-09-29,"","",305,3.24418719211823
FOODS_1,CA,FOODS,d_976,2013-09-30,"","",260,3.24418719211823
FOODS_1,CA,FOODS,d_977,2013-10-01,"","",292,3.24418719211823
FOODS_1,CA,FOODS,d_978,2013-10-02,"","",262,3.24418719211823
FOODS_1,CA,FOODS,d_979,2013-10-03,"","",263,3.24418719211823
FOODS_1,CA,FOODS,d_98,2011-05-06,"","",235,2.99363636363636
FOODS_1,CA,FOODS,d_980,2013-10-04,"","",326,3.24418719211823
FOODS_1,CA,FOODS,d_981,2013-10-05,"","",322,3.24418719211823
FOODS_1,CA,FOODS,d_982,2013-10-06,"","",282,3.24418719211823
FOODS_1,CA,FOODS,d_983,2013-10-07,"","",266,3.24418719211823
FOODS_1,CA,FOODS,d_984,2013-10-08,"","",267,3.24418719211823
FOODS_1,CA,FOODS,d_985,2013-10-09,"","",291,3.24418719211823
FOODS_1,CA,FOODS,d_986,2013-10-10,"","",268,3.24418719211823
FOODS_1,CA,FOODS,d_987,2013-10-11,"","",402,3.24418719211823
FOODS_1,CA,FOODS,d_988,2013-10-12,"","",476,3.24418719211823
FOODS_1,CA,FOODS,d_989,2013-10-13,"","",402,3.24418719211823
FOODS_1,CA,FOODS,d_99,2011-05-07,"","",272,2.98785123966942
FOODS_1,CA,FOODS,d_990,2013-10-14,ColumbusDay,National,289,3.24418719211823
FOODS_1,CA,FOODS,d_991,2013-10-15,EidAlAdha,Religious,254,3.24418719211823
FOODS_1,CA,FOODS,d_992,2013-10-16,"","",346,3.24418719211823
FOODS_1,CA,FOODS,d_993,2013-10-17,"","",236,3.24418719211823
FOODS_1,CA,FOODS,d_994,2013-10-18,"","",322,3.24418719211823
FOODS_1,CA,FOODS,d_995,2013-10-19,"","",370,3.23799019607843
FOODS_1,CA,FOODS,d_996,2013-10-20,"","",291,3.23799019607843
FOODS_1,CA,FOODS,d_997,2013-10-21,"","",231,3.23799019607843
FOODS_1,CA,FOODS,d_998,2013-10-22,"","",247,3.23799019607843
FOODS_1,CA,FOODS,d_999,2013-10-23,"","",175,3.23799019607843
FOODS_2,CA,FOODS,d_1,2011-01-29,"","",674,3.80746031746032
FOODS_2,CA,FOODS,d_10,2011-02-07,"","",559,3.87583756345178
FOODS_2,CA,FOODS,d_100,2011-05-08,Mother's day,Cultural,306,3.82695852534562
FOODS_2,CA,FOODS,d_1000,2013-10-24,"","",247,4.17021739130435
FOODS_2,CA,FOODS,d_1001,2013-10-25,"","",340,4.17021739130435
FOODS_2,CA,FOODS,d_1002,2013-10-26,"","",489,4.17021739130435
FOODS_2,CA,FOODS,d_1003,2013-10-27,"","",597,4.17021739130435
FOODS_2,CA,FOODS,d_1004,2013-10-28,"","",409,4.17021739130435
FOODS_2,CA,FOODS,d_1005,2013-10-29,"","",311,4.17021739130435
FOODS_2,CA,FOODS,d_1006,2013-10-30,"","",314,4.17021739130435
FOODS_2,CA,FOODS,d_1007,2013-10-31,Halloween,Cultural,302,4.17021739130435
FOODS_2,CA,FOODS,d_1008,2013-11-01,"","",460,4.17021739130435
FOODS_2,CA,FOODS,d_1009,2013-11-02,"","",574,4.17021739130435
FOODS_2,CA,FOODS,d_101,2011-05-09,"","",595,3.82695852534562
FOODS_2,CA,FOODS,d_1010,2013-11-03,"","",648,4.17021739130435
FOODS_2,CA,FOODS,d_1011,2013-11-04,"","",533,4.17021739130435
FOODS_2,CA,FOODS,d_1012,2013-11-05,"","",402,4.17021739130435
FOODS_2,CA,FOODS,d_1013,2013-11-06,"","",390,4.17021739130435
FOODS_2,CA,FOODS,d_1014,2013-11-07,"","",372,4.17021739130435
FOODS_2,CA,FOODS,d_1015,2013-11-08,"","",500,4.17021739130435
FOODS_2,CA,FOODS,d_1016,2013-11-09,"","",585,4.16653250773994
FOODS_2,CA,FOODS,d_1017,2013-11-10,"","",700,4.16653250773994
FOODS_2,CA,FOODS,d_1018,2013-11-11,VeteransDay,National,560,4.16653250773994
FOODS_2,CA,FOODS,d_1019,2013-11-12,"","",370,4.16653250773994
FOODS_2,CA,FOODS,d_102,2011-05-10,"","",541,3.82695852534562
FOODS_2,CA,FOODS,d_1020,2013-11-13,"","",319,4.16653250773994
FOODS_2,CA,FOODS,d_1021,2013-11-14,"","",302,4.16653250773994
FOODS_2,CA,FOODS,d_1022,2013-11-15,"","",401,4.16653250773994
FOODS_2,CA,FOODS,d_1023,2013-11-16,"","",544,4.15616099071207
FOODS_2,CA,FOODS,d_1024,2013-11-17,"","",579,4.15616099071207
FOODS_2,CA,FOODS,d_1025,2013-11-18,"","",411,4.15616099071207
FOODS_2,CA,FOODS,d_1026,2013-11-19,"","",325,4.15616099071207
FOODS_2,CA,FOODS,d_1027,2013-11-20,"","",307,4.15616099071207
FOODS_2,CA,FOODS,d_1028,2013-11-21,"","",352,4.15616099071207
FOODS_2,CA,FOODS,d_1029,2013-11-22,"","",352,4.15616099071207
FOODS_2,CA,FOODS,d_103,2011-05-11,"","",460,3.82695852534562
FOODS_2,CA,FOODS,d_1030,2013-11-23,"","",498,4.16541795665635
FOODS_2,CA,FOODS,d_1031,2013-11-24,"","",462,4.16541795665635
FOODS_2,CA,FOODS,d_1032,2013-11-25,"","",423,4.16541795665635
FOODS_2,CA,FOODS,d_1033,2013-11-26,"","",353,4.16541795665635
FOODS_2,CA,FOODS,d_1034,2013-11-27,"","",380,4.16541795665635
FOODS_2,CA,FOODS,d_1035,2013-11-28,Thanksgiving,National,125,4.16541795665635
FOODS_2,CA,FOODS,d_1036,2013-11-29,"","",178,4.16541795665635
FOODS_2,CA,FOODS,d_1037,2013-11-30,"","",330,4.16541795665635
FOODS_2,CA,FOODS,d_1038,2013-12-01,"","",611,4.16541795665635
FOODS_2,CA,FOODS,d_1039,2013-12-02,"","",450,4.16541795665635
FOODS_2,CA,FOODS,d_104,2011-05-12,"","",379,3.82695852534562
FOODS_2,CA,FOODS,d_1040,2013-12-03,"","",510,4.16541795665635
FOODS_2,CA,FOODS,d_1041,2013-12-04,"","",416,4.16541795665635
FOODS_2,CA,FOODS,d_1042,2013-12-05,Chanukah End,Religious,397,4.16541795665635
FOODS_2,CA,FOODS,d_1043,2013-12-06,"","",445,4.16541795665635
FOODS_2,CA,FOODS,d_1044,2013-12-07,"","",567,4.16484567901235
FOODS_2,CA,FOODS,d_1045,2013-12-08,"","",570,4.16484567901235
FOODS_2,CA,FOODS,d_1046,2013-12-09,"","",430,4.16484567901235
FOODS_2,CA,FOODS,d_1047,2013-12-10,"","",356,4.16484567901235
FOODS_2,CA,FOODS,d_1048,2013-12-11,"","",321,4.16484567901235
FOODS_2,CA,FOODS,d_1049,2013-12-12,"","",322,4.16484567901235
FOODS_2,CA,FOODS,d_105,2011-05-13,"","",447,3.82695852534562
FOODS_2,CA,FOODS,d_1050,2013-12-13,"","",351,4.16484567901235
FOODS_2,CA,FOODS,d_1051,2013-12-14,"","",530,4.16113846153846
FOODS_2,CA,FOODS,d_1052,2013-12-15,"","",558,4.16113846153846
FOODS_2,CA,FOODS,d_1053,2013-12-16,"","",424,4.16113846153846
FOODS_2,CA,FOODS,d_1054,2013-12-17,"","",310,4.16113846153846
FOODS_2,CA,FOODS,d_1055,2013-12-18,"","",326,4.16113846153846
FOODS_2,CA,FOODS,d_1056,2013-12-19,"","",349,4.16113846153846
FOODS_2,CA,FOODS,d_1057,2013-12-20,"","",347,4.16113846153846
FOODS_2,CA,FOODS,d_1058,2013-12-21,"","",539,4.15996923076923
FOODS_2,CA,FOODS,d_1059,2013-12-22,"","",501,4.15996923076923
FOODS_2,CA,FOODS,d_106,2011-05-14,"","",560,3.81712328767123
FOODS_2,CA,FOODS,d_1060,2013-12-23,"","",448,4.15996923076923
FOODS_2,CA,FOODS,d_1061,2013-12-24,"","",299,4.15996923076923
FOODS_2,CA,FOODS,d_1062,2013-12-25,Christmas,National,0,4.15996923076923
FOODS_2,CA,FOODS,d_1063,2013-12-26,"","",319,4.15996923076923
FOODS_2,CA,FOODS,d_1064,2013-12-27,"","",410,4.15996923076923
FOODS_2,CA,FOODS,d_1065,2013-12-28,"","",400,4.14669724770642
FOODS_2,CA,FOODS,d_1066,2013-12-29,"","",447,4.14669724770642
FOODS_2,CA,FOODS,d_1067,2013-12-30,"","",398,4.14669724770642
FOODS_2,CA,FOODS,d_1068,2013-12-31,"","",364,4.14669724770642
FOODS_2,CA,FOODS,d_1069,2014-01-01,NewYear,National,295,4.14669724770642
FOODS_2,CA,FOODS,d_107,2011-05-15,"","",651,3.81712328767123
FOODS_2,CA,FOODS,d_1070,2014-01-02,"","",396,4.14669724770642
FOODS_2,CA,FOODS,d_1071,2014-01-03,"","",515,4.14669724770642
FOODS_2,CA,FOODS,d_1072,2014-01-04,"","",565,4.14746951219512
FOODS_2,CA,FOODS,d_1073,2014-01-05,"","",626,4.14746951219512
FOODS_2,CA,FOODS,d_1074,2014-01-06,"","",554,4.14746951219512
FOODS_2,CA,FOODS,d_1075,2014-01-07,OrthodoxChristmas,Religious,559,4.14746951219512
FOODS_2,CA,FOODS,d_1076,2014-01-08,"","",463,4.14746951219512
FOODS_2,CA,FOODS,d_1077,2014-01-09,"","",422,4.14746951219512
FOODS_2,CA,FOODS,d_1078,2014-01-10,"","",509,4.14746951219512
FOODS_2,CA,FOODS,d_1079,2014-01-11,"","",684,4.14868902439024
FOODS_2,CA,FOODS,d_108,2011-05-16,"","",432,3.81712328767123
FOODS_2,CA,FOODS,d_1080,2014-01-12,"","",591,4.14868902439024
FOODS_2,CA,FOODS,d_1081,2014-01-13,"","",451,4.14868902439024
FOODS_2,CA,FOODS,d_1082,2014-01-14,"","",318,4.14868902439024
FOODS_2,CA,FOODS,d_1083,2014-01-15,"","",287,4.14868902439024
FOODS_2,CA,FOODS,d_1084,2014-01-16,"","",392,4.14868902439024
FOODS_2,CA,FOODS,d_1085,2014-01-17,"","",351,4.14868902439024
FOODS_2,CA,FOODS,d_1086,2014-01-18,"","",583,4.14740853658537
FOODS_2,CA,FOODS,d_1087,2014-01-19,"","",510,4.14740853658537
FOODS_2,CA,FOODS,d_1088,2014-01-20,MartinLutherKingDay,National,405,4.14740853658537
FOODS_2,CA,FOODS,d_1089,2014-01-21,"","",347,4.14740853658537
FOODS_2,CA,FOODS,d_109,2011-05-17,"","",342,3.81712328767123
FOODS_2,CA,FOODS,d_1090,2014-01-22,"","",294,4.14740853658537
FOODS_2,CA,FOODS,d_1091,2014-01-23,"","",299,4.14740853658537
FOODS_2,CA,FOODS,d_1092,2014-01-24,"","",347,4.14740853658537
FOODS_2,CA,FOODS,d_1093,2014-01-25,"","",453,4.14503048780488
FOODS_2,CA,FOODS,d_1094,2014-01-26,"","",583,4.14503048780488
FOODS_2,CA,FOODS,d_1095,2014-01-27,"","",351,4.14503048780488
FOODS_2,CA,FOODS,d_1096,2014-01-28,"","",304,4.14503048780488
FOODS_2,CA,FOODS,d_1097,2014-01-29,"","",232,4.14503048780488
FOODS_2,CA,FOODS,d_1098,2014-01-30,"","",277,4.14503048780488
FOODS_2,CA,FOODS,d_1099,2014-01-31,"","",382,4.14503048780488
FOODS_2,CA,FOODS,d_11,2011-02-08,"","",475,3.87583756345178
FOODS_2,CA,FOODS,d_110,2011-05-18,"","",340,3.81712328767123
FOODS_2,CA,FOODS,d_1100,2014-02-01,"","",641,4.13887195121951
FOODS_2,CA,FOODS,d_1101,2014-02-02,SuperBowl,Sporting,494,4.13887195121951
FOODS_2,CA,FOODS,d_1102,2014-02-03,"","",459,4.13887195121951
FOODS_2,CA,FOODS,d_1103,2014-02-04,"","",361,4.13887195121951
FOODS_2,CA,FOODS,d_1104,2014-02-05,"","",359,4.13887195121951
FOODS_2,CA,FOODS,d_1105,2014-02-06,"","",454,4.13887195121951
FOODS_2,CA,FOODS,d_1106,2014-02-07,"","",460,4.13887195121951
FOODS_2,CA,FOODS,d_1107,2014-02-08,"","",713,4.1619578313253
FOODS_2,CA,FOODS,d_1108,2014-02-09,"","",609,4.1619578313253
FOODS_2,CA,FOODS,d_1109,2014-02-10,"","",497,4.1619578313253
FOODS_2,CA,FOODS,d_111,2011-05-19,"","",311,3.81712328767123
FOODS_2,CA,FOODS,d_1110,2014-02-11,"","",412,4.1619578313253
FOODS_2,CA,FOODS,d_1111,2014-02-12,"","",368,4.1619578313253
FOODS_2,CA,FOODS,d_1112,2014-02-13,"","",345,4.1619578313253
FOODS_2,CA,FOODS,d_1113,2014-02-14,ValentinesDay,Cultural,341,4.1619578313253
FOODS_2,CA,FOODS,d_1114,2014-02-15,"","",495,4.16228915662651
FOODS_2,CA,FOODS,d_1115,2014-02-16,"","",556,4.16228915662651
FOODS_2,CA,FOODS,d_1116,2014-02-17,PresidentsDay,National,485,4.16228915662651
FOODS_2,CA,FOODS,d_1117,2014-02-18,"","",354,4.16228915662651
FOODS_2,CA,FOODS,d_1118,2014-02-19,"","",387,4.16228915662651
FOODS_2,CA,FOODS,d_1119,2014-02-20,"","",345,4.16228915662651
FOODS_2,CA,FOODS,d_112,2011-05-20,"","",389,3.81712328767123
FOODS_2,CA,FOODS,d_1120,2014-02-21,"","",371,4.16228915662651
FOODS_2,CA,FOODS,d_1121,2014-02-22,"","",505,4.17281437125749
FOODS_2,CA,FOODS,d_1122,2014-02-23,"","",634,4.17281437125749
FOODS_2,CA,FOODS,d_1123,2014-02-24,"","",371,4.17281437125749
FOODS_2,CA,FOODS,d_1124,2014-02-25,"","",299,4.17281437125749
FOODS_2,CA,FOODS,d_1125,2014-02-26,"","",338,4.17281437125749
FOODS_2,CA,FOODS,d_1126,2014-02-27,"","",354,4.17281437125749
FOODS_2,CA,FOODS,d_1127,2014-02-28,"","",405,4.17281437125749
FOODS_2,CA,FOODS,d_1128,2014-03-01,"","",709,4.17716417910448
FOODS_2,CA,FOODS,d_1129,2014-03-02,"","",689,4.17716417910448
FOODS_2,CA,FOODS,d_113,2011-05-21,"","",531,3.81604545454545
FOODS_2,CA,FOODS,d_1130,2014-03-03,"","",453,4.17716417910448
FOODS_2,CA,FOODS,d_1131,2014-03-04,"","",415,4.17716417910448
FOODS_2,CA,FOODS,d_1132,2014-03-05,LentStart,Religious,380,4.17716417910448
FOODS_2,CA,FOODS,d_1133,2014-03-06,"","",346,4.17716417910448
FOODS_2,CA,FOODS,d_1134,2014-03-07,"","",419,4.17716417910448
FOODS_2,CA,FOODS,d_1135,2014-03-08,"","",440,4.17716417910448
FOODS_2,CA,FOODS,d_1136,2014-03-09,"","",621,4.17716417910448
FOODS_2,CA,FOODS,d_1137,2014-03-10,"","",467,4.17716417910448
FOODS_2,CA,FOODS,d_1138,2014-03-11,"","",362,4.17716417910448
FOODS_2,CA,FOODS,d_1139,2014-03-12,LentWeek2,Religious,351,4.17716417910448
FOODS_2,CA,FOODS,d_114,2011-05-22,"","",577,3.81604545454545
FOODS_2,CA,FOODS,d_1140,2014-03-13,"","",342,4.17716417910448
FOODS_2,CA,FOODS,d_1141,2014-03-14,"","",355,4.17716417910448
FOODS_2,CA,FOODS,d_1142,2014-03-15,"","",483,4.17279761904762
FOODS_2,CA,FOODS,d_1143,2014-03-16,Purim End,Religious,417,4.17279761904762
FOODS_2,CA,FOODS,d_1144,2014-03-17,StPatricksDay,Cultural,289,4.17279761904762
FOODS_2,CA,FOODS,d_1145,2014-03-18,"","",280,4.17279761904762
FOODS_2,CA,FOODS,d_1146,2014-03-19,"","",286,4.17279761904762
FOODS_2,CA,FOODS,d_1147,2014-03-20,"","",332,4.17279761904762
FOODS_2,CA,FOODS,d_1148,2014-03-21,"","",350,4.17279761904762
FOODS_2,CA,FOODS,d_1149,2014-03-22,"","",394,4.15327485380117
FOODS_2,CA,FOODS,d_115,2011-05-23,"","",392,3.81604545454545
FOODS_2,CA,FOODS,d_1150,2014-03-23,"","",555,4.15327485380117
FOODS_2,CA,FOODS,d_1151,2014-03-24,"","",363,4.15327485380117
FOODS_2,CA,FOODS,d_1152,2014-03-25,"","",351,4.15327485380117
FOODS_2,CA,FOODS,d_1153,2014-03-26,"","",267,4.15327485380117
FOODS_2,CA,FOODS,d_1154,2014-03-27,"","",286,4.15327485380117
FOODS_2,CA,FOODS,d_1155,2014-03-28,"","",386,4.15327485380117
FOODS_2,CA,FOODS,d_1156,2014-03-29,"","",465,4.14142441860465
FOODS_2,CA,FOODS,d_1157,2014-03-30,"","",602,4.14142441860465
FOODS_2,CA,FOODS,d_1158,2014-03-31,"","",429,4.14142441860465
FOODS_2,CA,FOODS,d_1159,2014-04-01,"","",442,4.14142441860465
FOODS_2,CA,FOODS,d_116,2011-05-24,"","",353,3.81604545454545
FOODS_2,CA,FOODS,d_1160,2014-04-02,"","",452,4.14142441860465
FOODS_2,CA,FOODS,d_1161,2014-04-03,"","",470,4.14142441860465
FOODS_2,CA,FOODS,d_1162,2014-04-04,"","",484,4.14142441860465
FOODS_2,CA,FOODS,d_1163,2014-04-05,"","",611,4.1393023255814
FOODS_2,CA,FOODS,d_1164,2014-04-06,"","",649,4.1393023255814
FOODS_2,CA,FOODS,d_1165,2014-04-07,"","",548,4.1393023255814
FOODS_2,CA,FOODS,d_1166,2014-04-08,"","",454,4.1393023255814
FOODS_2,CA,FOODS,d_1167,2014-04-09,"","",377,4.1393023255814
FOODS_2,CA,FOODS,d_1168,2014-04-10,"","",300,4.1393023255814
FOODS_2,CA,FOODS,d_1169,2014-04-11,"","",338,4.1393023255814
FOODS_2,CA,FOODS,d_117,2011-05-25,"","",344,3.81604545454545
FOODS_2,CA,FOODS,d_1170,2014-04-12,"","",335,4.13884057971015
FOODS_2,CA,FOODS,d_1171,2014-04-13,"","",444,4.13884057971015
FOODS_2,CA,FOODS,d_1172,2014-04-14,"","",359,4.13884057971015
FOODS_2,CA,FOODS,d_1173,2014-04-15,"","",260,4.13884057971015
FOODS_2,CA,FOODS,d_1174,2014-04-16,"","",339,4.13884057971015
FOODS_2,CA,FOODS,d_1175,2014-04-17,"","",369,4.13884057971015
FOODS_2,CA,FOODS,d_1176,2014-04-18,"","",429,4.13884057971015
FOODS_2,CA,FOODS,d_1177,2014-04-19,"","",497,4.0819209039548
FOODS_2,CA,FOODS,d_1178,2014-04-20,Easter,Cultural,310,4.0819209039548
FOODS_2,CA,FOODS,d_1179,2014-04-21,"","",387,4.0819209039548
FOODS_2,CA,FOODS,d_118,2011-05-26,"","",334,3.81604545454545
FOODS_2,CA,FOODS,d_1180,2014-04-22,Pesach End,Religious,350,4.0819209039548
FOODS_2,CA,FOODS,d_1181,2014-04-23,"","",342,4.0819209039548
FOODS_2,CA,FOODS,d_1182,2014-04-24,"","",331,4.0819209039548
FOODS_2,CA,FOODS,d_1183,2014-04-25,"","",414,4.0819209039548
FOODS_2,CA,FOODS,d_1184,2014-04-26,"","",537,4.08468926553672
FOODS_2,CA,FOODS,d_1185,2014-04-27,"","",499,4.08468926553672
FOODS_2,CA,FOODS,d_1186,2014-04-28,"","",342,4.08468926553672
FOODS_2,CA,FOODS,d_1187,2014-04-29,"","",260,4.08468926553672
FOODS_2,CA,FOODS,d_1188,2014-04-30,"","",362,4.08468926553672
FOODS_2,CA,FOODS,d_1189,2014-05-01,"","",371,4.08468926553672
FOODS_2,CA,FOODS,d_119,2011-05-27,"","",365,3.81604545454545
FOODS_2,CA,FOODS,d_1190,2014-05-02,"","",423,4.08468926553672
FOODS_2,CA,FOODS,d_1191,2014-05-03,"","",575,4.0801404494382
FOODS_2,CA,FOODS,d_1192,2014-05-04,"","",685,4.0801404494382
FOODS_2,CA,FOODS,d_1193,2014-05-05,Cinco De Mayo,Cultural,572,4.0801404494382
FOODS_2,CA,FOODS,d_1194,2014-05-06,"","",454,4.0801404494382
FOODS_2,CA,FOODS,d_1195,2014-05-07,"","",518,4.0801404494382
FOODS_2,CA,FOODS,d_1196,2014-05-08,"","",411,4.0801404494382
FOODS_2,CA,FOODS,d_1197,2014-05-09,"","",452,4.0801404494382
FOODS_2,CA,FOODS,d_1198,2014-05-10,"","",561,4.08742296918768
FOODS_2,CA,FOODS,d_1199,2014-05-11,Mother's day,Cultural,420,4.08742296918768
FOODS_2,CA,FOODS,d_12,2011-02-09,"","",396,3.87583756345178
FOODS_2,CA,FOODS,d_120,2011-05-28,"","",482,3.87821428571429
FOODS_2,CA,FOODS,d_1200,2014-05-12,"","",419,4.08742296918768
FOODS_2,CA,FOODS,d_1201,2014-05-13,"","",350,4.08742296918768
FOODS_2,CA,FOODS,d_1202,2014-05-14,"","",292,4.08742296918768
FOODS_2,CA,FOODS,d_1203,2014-05-15,"","",308,4.08742296918768
FOODS_2,CA,FOODS,d_1204,2014-05-16,"","",398,4.08742296918768
FOODS_2,CA,FOODS,d_1205,2014-05-17,"","",512,4.09002801120448
FOODS_2,CA,FOODS,d_1206,2014-05-18,"","",570,4.09002801120448
FOODS_2,CA,FOODS,d_1207,2014-05-19,"","",417,4.09002801120448
FOODS_2,CA,FOODS,d_1208,2014-05-20,"","",414,4.09002801120448
FOODS_2,CA,FOODS,d_1209,2014-05-21,"","",305,4.09002801120448
FOODS_2,CA,FOODS,d_121,2011-05-29,"","",446,3.87821428571429
FOODS_2,CA,FOODS,d_1210,2014-05-22,"","",349,4.09002801120448
FOODS_2,CA,FOODS,d_1211,2014-05-23,"","",320,4.09002801120448
FOODS_2,CA,FOODS,d_1212,2014-05-24,"","",428,4.08615598885794
FOODS_2,CA,FOODS,d_1213,2014-05-25,"","",392,4.08615598885794
FOODS_2,CA,FOODS,d_1214,2014-05-26,MemorialDay,National,454,4.08615598885794
FOODS_2,CA,FOODS,d_1215,2014-05-27,"","",425,4.08615598885794
FOODS_2,CA,FOODS,d_1216,2014-05-28,"","",359,4.08615598885794
FOODS_2,CA,FOODS,d_1217,2014-05-29,"","",295,4.08615598885794
FOODS_2,CA,FOODS,d_1218,2014-05-30,"","",375,4.08615598885794
FOODS_2,CA,FOODS,d_1219,2014-05-31,"","",518,4.08447513812155
FOODS_2,CA,FOODS,d_122,2011-05-30,MemorialDay,National,524,3.87821428571429
FOODS_2,CA,FOODS,d_1220,2014-06-01,"","",628,4.08447513812155
FOODS_2,CA,FOODS,d_1221,2014-06-02,"","",487,4.08447513812155
FOODS_2,CA,FOODS,d_1222,2014-06-03,"","",426,4.08447513812155
FOODS_2,CA,FOODS,d_1223,2014-06-04,"","",465,4.08447513812155
FOODS_2,CA,FOODS,d_1224,2014-06-05,NBAFinalsStart,Sporting,380,4.08447513812155
FOODS_2,CA,FOODS,d_1225,2014-06-06,"","",381,4.08447513812155
FOODS_2,CA,FOODS,d_1226,2014-06-07,"","",599,4.08544198895028
FOODS_2,CA,FOODS,d_1227,2014-06-08,"","",754,4.08544198895028
FOODS_2,CA,FOODS,d_1228,2014-06-09,"","",518,4.08544198895028
FOODS_2,CA,FOODS,d_1229,2014-06-10,"","",405,4.08544198895028
FOODS_2,CA,FOODS,d_123,2011-05-31,NBAFinalsStart,Sporting,372,3.87821428571429
FOODS_2,CA,FOODS,d_1230,2014-06-11,"","",458,4.08544198895028
FOODS_2,CA,FOODS,d_1231,2014-06-12,"","",365,4.08544198895028
FOODS_2,CA,FOODS,d_1232,2014-06-13,"","",400,4.08544198895028
FOODS_2,CA,FOODS,d_1233,2014-06-14,"","",587,4.08879120879121
FOODS_2,CA,FOODS,d_1234,2014-06-15,NBAFinalsEnd,Sporting,501,4.08879120879121
FOODS_2,CA,FOODS,d_1235,2014-06-16,"","",491,4.08879120879121
FOODS_2,CA,FOODS,d_1236,2014-06-17,"","",359,4.08879120879121
FOODS_2,CA,FOODS,d_1237,2014-06-18,"","",385,4.08879120879121
FOODS_2,CA,FOODS,d_1238,2014-06-19,"","",414,4.08879120879121
FOODS_2,CA,FOODS,d_1239,2014-06-20,"","",432,4.08879120879121
FOODS_2,CA,FOODS,d_124,2011-06-01,"","",417,3.87821428571429
FOODS_2,CA,FOODS,d_1240,2014-06-21,"","",454,4.12795640326975
FOODS_2,CA,FOODS,d_1241,2014-06-22,"","",504,4.12795640326975
FOODS_2,CA,FOODS,d_1242,2014-06-23,"","",462,4.12795640326975
FOODS_2,CA,FOODS,d_1243,2014-06-24,"","",294,4.12795640326975
FOODS_2,CA,FOODS,d_1244,2014-06-25,"","",337,4.12795640326975
FOODS_2,CA,FOODS,d_1245,2014-06-26,"","",304,4.12795640326975
FOODS_2,CA,FOODS,d_1246,2014-06-27,"","",339,4.12795640326975
FOODS_2,CA,FOODS,d_1247,2014-06-28,"","",431,4.1547027027027
FOODS_2,CA,FOODS,d_1248,2014-06-29,Ramadan starts,Religious,467,4.1547027027027
FOODS_2,CA,FOODS,d_1249,2014-06-30,"","",390,4.1547027027027
FOODS_2,CA,FOODS,d_125,2011-06-02,"","",403,3.87821428571429
FOODS_2,CA,FOODS,d_1250,2014-07-01,"","",438,4.1547027027027
FOODS_2,CA,FOODS,d_1251,2014-07-02,"","",404,4.1547027027027
FOODS_2,CA,FOODS,d_1252,2014-07-03,"","",464,4.1547027027027
FOODS_2,CA,FOODS,d_1253,2014-07-04,IndependenceDay,National,326,4.1547027027027
FOODS_2,CA,FOODS,d_1254,2014-07-05,"","",434,4.17354054054054
FOODS_2,CA,FOODS,d_1255,2014-07-06,"","",558,4.17354054054054
FOODS_2,CA,FOODS,d_1256,2014-07-07,"","",566,4.17354054054054
FOODS_2,CA,FOODS,d_1257,2014-07-08,"","",465,4.17354054054054
FOODS_2,CA,FOODS,d_1258,2014-07-09,"","",418,4.17354054054054
FOODS_2,CA,FOODS,d_1259,2014-07-10,"","",398,4.17354054054054
FOODS_2,CA,FOODS,d_126,2011-06-03,"","",621,3.87821428571429
FOODS_2,CA,FOODS,d_1260,2014-07-11,"","",381,4.17354054054054
FOODS_2,CA,FOODS,d_1261,2014-07-12,"","",464,4.18490566037736
FOODS_2,CA,FOODS,d_1262,2014-07-13,"","",549,4.18490566037736
FOODS_2,CA,FOODS,d_1263,2014-07-14,"","",423,4.18490566037736
FOODS_2,CA,FOODS,d_1264,2014-07-15,"","",371,4.18490566037736
FOODS_2,CA,FOODS,d_1265,2014-07-16,"","",402,4.18490566037736
FOODS_2,CA,FOODS,d_1266,2014-07-17,"","",363,4.18490566037736
FOODS_2,CA,FOODS,d_1267,2014-07-18,"","",388,4.18490566037736
FOODS_2,CA,FOODS,d_1268,2014-07-19,"","",468,4.17470588235294
FOODS_2,CA,FOODS,d_1269,2014-07-20,"","",525,4.17470588235294
FOODS_2,CA,FOODS,d_127,2011-06-04,"","",709,3.88790178571429
FOODS_2,CA,FOODS,d_1270,2014-07-21,"","",372,4.17470588235294
FOODS_2,CA,FOODS,d_1271,2014-07-22,"","",360,4.17470588235294
FOODS_2,CA,FOODS,d_1272,2014-07-23,"","",346,4.17470588235294
FOODS_2,CA,FOODS,d_1273,2014-07-24,"","",297,4.17470588235294
FOODS_2,CA,FOODS,d_1274,2014-07-25,"","",335,4.17470588235294
FOODS_2,CA,FOODS,d_1275,2014-07-26,"","",402,4.17780748663102
FOODS_2,CA,FOODS,d_1276,2014-07-27,"","",501,4.17780748663102
FOODS_2,CA,FOODS,d_1277,2014-07-28,"","",475,4.17780748663102
FOODS_2,CA,FOODS,d_1278,2014-07-29,Eid al-Fitr,Religious,342,4.17780748663102
FOODS_2,CA,FOODS,d_1279,2014-07-30,"","",409,4.17780748663102
FOODS_2,CA,FOODS,d_128,2011-06-05,"","",711,3.88790178571429
FOODS_2,CA,FOODS,d_1280,2014-07-31,"","",262,4.17780748663102
