id,item_id,dept_id,cat_id,state_id,d,value_sales,date,wm_yr_wk,weekday,wday,month,year,event_name_1,event_type_1,event_name_2,event_type_2,snap_CA,sell_price
FOODS_3_679_CA_1_validation,FOODS_3_679,FOODS_3,FOODS,CA,d_686,0,2012-12-14,11246,Friday,7,12,2012,"","","","",0,3.96
FOODS_3_744_CA_1_validation,FOODS_3_744,FOODS_3,FOODS,CA,d_686,19,2012-12-14,11246,Friday,7,12,2012,"","","","",0,1.98
HOBBIES_1_413_CA_1_validation,HOBBIES_1_413,HOBBIES_1,HOBBIES,CA,d_687,0,2012-12-15,11247,Saturday,1,12,2012,"","","","",0,4.66
HOUSEHOLD_1_146_CA_1_validation,HOUSEHOLD_1_146,HOUSEHOLD_1,HOUSEHOLD,CA,d_687,1,2012-12-15,11247,Saturday,1,12,2012,"","","","",0,6.24
HOUSEHOLD_1_182_CA_1_validation,HOUSEHOLD_1_182,HOUSEHOLD_1,HOUSEHOLD,CA,d_687,0,2012-12-15,11247,Saturday,1,12,2012,"","","","",0,4.47
HOUSEHOLD_1_192_CA_1_validation,HOUSEHOLD_1_192,HOUSEHOLD_1,HOUSEHOLD,CA,d_687,1,2012-12-15,11247,Saturday,1,12,2012,"","","","",0,3.62
HOUSEHOLD_1_486_CA_1_validation,HOUSEHOLD_1_486,HOUSEHOLD_1,HOUSEHOLD,CA,d_687,3,2012-12-15,11247,Saturday,1,12,2012,"","","","",0,17.97
HOUSEHOLD_1_492_CA_1_validation,HOUSEHOLD_1_492,HOUSEHOLD_1,HOUSEHOLD,CA,d_687,1,2012-12-15,11247,Saturday,1,12,2012,"","","","",0,3.97
HOUSEHOLD_2_074_CA_1_validation,HOUSEHOLD_2_074,HOUSEHOLD_2,HOUSEHOLD,CA,d_687,1,2012-12-15,11247,Saturday,1,12,2012,"","","","",0,0.97
FOODS_1_019_CA_1_validation,FOODS_1_019,FOODS_1,FOODS,CA,d_687,16,2012-12-15,11247,Saturday,1,12,2012,"","","","",0,1.08
FOODS_3_239_CA_1_validation,FOODS_3_239,FOODS_3,FOODS,CA,d_687,0,2012-12-15,11247,Saturday,1,12,2012,"","","","",0,1.98
FOODS_3_485_CA_1_validation,FOODS_3_485,FOODS_3,FOODS,CA,d_687,1,2012-12-15,11247,Saturday,1,12,2012,"","","","",0,3.98
FOODS_3_679_CA_1_validation,FOODS_3_679,FOODS_3,FOODS,CA,d_687,0,2012-12-15,11247,Saturday,1,12,2012,"","","","",0,3.96
FOODS_3_744_CA_1_validation,FOODS_3_744,FOODS_3,FOODS,CA,d_687,16,2012-12-15,11247,Saturday,1,12,2012,"","","","",0,1.98
HOBBIES_1_413_CA_1_validation,HOBBIES_1_413,HOBBIES_1,HOBBIES,CA,d_688,0,2012-12-16,11247,Sunday,2,12,2012,Chanukah End,Religious,"","",0,4.66
HOUSEHOLD_1_146_CA_1_validation,HOUSEHOLD_1_146,HOUSEHOLD_1,HOUSEHOLD,CA,d_688,3,2012-12-16,11247,Sunday,2,12,2012,Chanukah End,Religious,"","",0,6.24
HOUSEHOLD_1_182_CA_1_validation,HOUSEHOLD_1_182,HOUSEHOLD_1,HOUSEHOLD,CA,d_688,0,2012-12-16,11247,Sunday,2,12,2012,Chanukah End,Religious,"","",0,4.47
HOUSEHOLD_1_192_CA_1_validation,HOUSEHOLD_1_192,HOUSEHOLD_1,HOUSEHOLD,CA,d_688,2,2012-12-16,11247,Sunday,2,12,2012,Chanukah End,Religious,"","",0,3.62
HOUSEHOLD_1_486_CA_1_validation,HOUSEHOLD_1_486,HOUSEHOLD_1,HOUSEHOLD,CA,d_688,2,2012-12-16,11247,Sunday,2,12,2012,Chanukah End,Religious,"","",0,17.97
HOUSEHOLD_1_492_CA_1_validation,HOUSEHOLD_1_492,HOUSEHOLD_1,HOUSEHOLD,CA,d_688,0,2012-12-16,11247,Sunday,2,12,2012,Chanukah End,Religious,"","",0,3.97
HOUSEHOLD_2_074_CA_1_validation,HOUSEHOLD_2_074,HOUSEHOLD_2,HOUSEHOLD,CA,d_688,1,2012-12-16,11247,Sunday,2,12,2012,Chanukah End,Religious,"","",0,0.97
FOODS_1_019_CA_1_validation,FOODS_1_019,FOODS_1,FOODS,CA,d_688,9,2012-12-16,11247,Sunday,2,12,2012,Chanukah End,Religious,"","",0,1.08
FOODS_3_239_CA_1_validation,FOODS_3_239,FOODS_3,FOODS,CA,d_688,0,2012-12-16,11247,Sunday,2,12,2012,Chanukah End,Religious,"","",0,1.98
FOODS_3_485_CA_1_validation,FOODS_3_485,FOODS_3,FOODS,CA,d_688,3,2012-12-16,11247,Sunday,2,12,2012,Chanukah End,Religious,"","",0,3.98
FOODS_3_679_CA_1_validation,FOODS_3_679,FOODS_3,FOODS,CA,d_688,0,2012-12-16,11247,Sunday,2,12,2012,Chanukah End,Religious,"","",0,3.96
FOODS_3_744_CA_1_validation,FOODS_3_744,FOODS_3,FOODS,CA,d_688,6,2012-12-16,11247,Sunday,2,12,2012,Chanukah End,Religious,"","",0,1.98
HOBBIES_1_413_CA_1_validation,HOBBIES_1_413,HOBBIES_1,HOBBIES,CA,d_689,0,2012-12-17,11247,Monday,3,12,2012,"","","","",0,4.66
HOUSEHOLD_1_146_CA_1_validation,HOUSEHOLD_1_146,HOUSEHOLD_1,HOUSEHOLD,CA,d_689,1,2012-12-17,11247,Monday,3,12,2012,"","","","",0,6.24
HOUSEHOLD_1_182_CA_1_validation,HOUSEHOLD_1_182,HOUSEHOLD_1,HOUSEHOLD,CA,d_689,0,2012-12-17,11247,Monday,3,12,2012,"","","","",0,4.47
HOUSEHOLD_1_192_CA_1_validation,HOUSEHOLD_1_192,HOUSEHOLD_1,HOUSEHOLD,CA,d_689,0,2012-12-17,11247,Monday,3,12,2012,"","","","",0,3.62
HOUSEHOLD_1_486_CA_1_validation,HOUSEHOLD_1_486,HOUSEHOLD_1,HOUSEHOLD,CA,d_689,1,2012-12-17,11247,Monday,3,12,2012,"","","","",0,17.97
HOUSEHOLD_1_492_CA_1_validation,HOUSEHOLD_1_492,HOUSEHOLD_1,HOUSEHOLD,CA,d_689,0,2012-12-17,11247,Monday,3,12,2012,"","","","",0,3.97
HOUSEHOLD_2_074_CA_1_validation,HOUSEHOLD_2_074,HOUSEHOLD_2,HOUSEHOLD,CA,d_689,3,2012-12-17,11247,Monday,3,12,2012,"","","","",0,0.97
FOODS_1_019_CA_1_validation,FOODS_1_019,FOODS_1,FOODS,CA,d_689,12,2012-12-17,11247,Monday,3,12,2012,"","","","",0,1.08
FOODS_3_239_CA_1_validation,FOODS_3_239,FOODS_3,FOODS,CA,d_689,2,2012-12-17,11247,Monday,3,12,2012,"","","","",0,1.98
FOODS_3_485_CA_1_validation,FOODS_3_485,FOODS_3,FOODS,CA,d_689,4,2012-12-17,11247,Monday,3,12,2012,"","","","",0,3.98
FOODS_3_679_CA_1_validation,FOODS_3_679,FOODS_3,FOODS,CA,d_689,0,2012-12-17,11247,Monday,3,12,2012,"","","","",0,3.96
FOODS_3_744_CA_1_validation,FOODS_3_744,FOODS_3,FOODS,CA,d_689,15,2012-12-17,11247,Monday,3,12,2012,"","","","",0,1.98
HOBBIES_1_413_CA_1_validation,HOBBIES_1_413,HOBBIES_1,HOBBIES,CA,d_690,0,2012-12-18,11247,Tuesday,4,12,2012,"","","","",0,4.66
HOUSEHOLD_1_146_CA_1_validation,HOUSEHOLD_1_146,HOUSEHOLD_1,HOUSEHOLD,CA,d_690,1,2012-12-18,11247,Tuesday,4,12,2012,"","","","",0,6.24
HOUSEHOLD_1_182_CA_1_validation,HOUSEHOLD_1_182,HOUSEHOLD_1,HOUSEHOLD,CA,d_690,0,2012-12-18,11247,Tuesday,4,12,2012,"","","","",0,4.47
HOUSEHOLD_1_192_CA_1_validation,HOUSEHOLD_1_192,HOUSEHOLD_1,HOUSEHOLD,CA,d_690,0,2012-12-18,11247,Tuesday,4,12,2012,"","","","",0,3.62
HOUSEHOLD_1_486_CA_1_validation,HOUSEHOLD_1_486,HOUSEHOLD_1,HOUSEHOLD,CA,d_690,0,2012-12-18,11247,Tuesday,4,12,2012,"","","","",0,17.97
HOUSEHOLD_1_492_CA_1_validation,HOUSEHOLD_1_492,HOUSEHOLD_1,HOUSEHOLD,CA,d_690,3,2012-12-18,11247,Tuesday,4,12,2012,"","","","",0,3.97
HOUSEHOLD_2_074_CA_1_validation,HOUSEHOLD_2_074,HOUSEHOLD_2,HOUSEHOLD,CA,d_690,0,2012-12-18,11247,Tuesday,4,12,2012,"","","","",0,0.97
FOODS_1_019_CA_1_validation,FOODS_1_019,FOODS_1,FOODS,CA,d_690,12,2012-12-18,11247,Tuesday,4,12,2012,"","","","",0,1.08
FOODS_3_239_CA_1_validation,FOODS_3_239,FOODS_3,FOODS,CA,d_690,0,2012-12-18,11247,Tuesday,4,12,2012,"","","","",0,1.98
FOODS_3_485_CA_1_validation,FOODS_3_485,FOODS_3,FOODS,CA,d_690,2,2012-12-18,11247,Tuesday,4,12,2012,"","","","",0,3.98
FOODS_3_679_CA_1_validation,FOODS_3_679,FOODS_3,FOODS,CA,d_690,0,2012-12-18,11247,Tuesday,4,12,2012,"","","","",0,3.96
FOODS_3_744_CA_1_validation,FOODS_3_744,FOODS_3,FOODS,CA,d_690,9,2012-12-18,11247,Tuesday,4,12,2012,"","","","",0,1.98
HOBBIES_1_413_CA_1_validation,HOBBIES_1_413,HOBBIES_1,HOBBIES,CA,d_691,0,2012-12-19,11247,Wednesday,5,12,2012,"","","","",0,4.66
HOUSEHOLD_1_146_CA_1_validation,HOUSEHOLD_1_146,HOUSEHOLD_1,HOUSEHOLD,CA,d_691,2,2012-12-19,11247,Wednesday,5,12,2012,"","","","",0,6.24
HOUSEHOLD_1_182_CA_1_validation,HOUSEHOLD_1_182,HOUSEHOLD_1,HOUSEHOLD,CA,d_691,0,2012-12-19,11247,Wednesday,5,12,2012,"","","","",0,4.47
HOUSEHOLD_1_192_CA_1_validation,HOUSEHOLD_1_192,HOUSEHOLD_1,HOUSEHOLD,CA,d_691,0,2012-12-19,11247,Wednesday,5,12,2012,"","","","",0,3.62
HOUSEHOLD_1_486_CA_1_validation,HOUSEHOLD_1_486,HOUSEHOLD_1,HOUSEHOLD,CA,d_691,1,2012-12-19,11247,Wednesday,5,12,2012,"","","","",0,17.97
HOUSEHOLD_1_492_CA_1_validation,HOUSEHOLD_1_492,HOUSEHOLD_1,HOUSEHOLD,CA,d_691,0,2012-12-19,11247,Wednesday,5,12,2012,"","","","",0,3.97
HOUSEHOLD_2_074_CA_1_validation,HOUSEHOLD_2_074,HOUSEHOLD_2,HOUSEHOLD,CA,d_691,2,2012-12-19,11247,Wednesday,5,12,2012,"","","","",0,0.97
FOODS_1_019_CA_1_validation,FOODS_1_019,FOODS_1,FOODS,CA,d_691,12,2012-12-19,11247,Wednesday,5,12,2012,"","","","",0,1.08
FOODS_3_239_CA_1_validation,FOODS_3_239,FOODS_3,FOODS,CA,d_691,1,2012-12-19,11247,Wednesday,5,12,2012,"","","","",0,1.98
FOODS_3_485_CA_1_validation,FOODS_3_485,FOODS_3,FOODS,CA,d_691,3,2012-12-19,11247,Wednesday,5,12,2012,"","","","",0,3.98
FOODS_3_679_CA_1_validation,FOODS_3_679,FOODS_3,FOODS,CA,d_691,0,2012-12-19,11247,Wednesday,5,12,2012,"","","","",0,3.96
FOODS_3_744_CA_1_validation,FOODS_3_744,FOODS_3,FOODS,CA,d_691,13,2012-12-19,11247,Wednesday,5,12,2012,"","","","",0,1.98
HOBBIES_1_413_CA_1_validation,HOBBIES_1_413,HOBBIES_1,HOBBIES,CA,d_692,0,2012-12-20,11247,Thursday,6,12,2012,"","","","",0,4.66
HOUSEHOLD_1_146_CA_1_validation,HOUSEHOLD_1_146,HOUSEHOLD_1,HOUSEHOLD,CA,d_692,2,2012-12-20,11247,Thursday,6,12,2012,"","","","",0,6.24
HOUSEHOLD_1_182_CA_1_validation,HOUSEHOLD_1_182,HOUSEHOLD_1,HOUSEHOLD,CA,d_692,0,2012-12-20,11247,Thursday,6,12,2012,"","","","",0,4.47
HOUSEHOLD_1_192_CA_1_validation,HOUSEHOLD_1_192,HOUSEHOLD_1,HOUSEHOLD,CA,d_692,1,2012-12-20,11247,Thursday,6,12,2012,"","","","",0,3.62
HOUSEHOLD_1_486_CA_1_validation,HOUSEHOLD_1_486,HOUSEHOLD_1,HOUSEHOLD,CA,d_692,1,2012-12-20,11247,Thursday,6,12,2012,"","","","",0,17.97
HOUSEHOLD_1_492_CA_1_validation,HOUSEHOLD_1_492,HOUSEHOLD_1,HOUSEHOLD,CA,d_692,0,2012-12-20,11247,Thursday,6,12,2012,"","","","",0,3.97
HOUSEHOLD_2_074_CA_1_validation,HOUSEHOLD_2_074,HOUSEHOLD_2,HOUSEHOLD,CA,d_692,1,2012-12-20,11247,Thursday,6,12,2012,"","","","",0,0.97
FOODS_1_019_CA_1_validation,FOODS_1_019,FOODS_1,FOODS,CA,d_692,17,2012-12-20,11247,Thursday,6,12,2012,"","","","",0,1.08
FOODS_3_239_CA_1_validation,FOODS_3_239,FOODS_3,FOODS,CA,d_692,2,2012-12-20,11247,Thursday,6,12,2012,"","","","",0,1.98
FOODS_3_485_CA_1_validation,FOODS_3_485,FOODS_3,FOODS,CA,d_692,2,2012-12-20,11247,Thursday,6,12,2012,"","","","",0,3.98
FOODS_3_679_CA_1_validation,FOODS_3_679,FOODS_3,FOODS,CA,d_692,0,2012-12-20,11247,Thursday,6,12,2012,"","","","",0,3.96
FOODS_3_744_CA_1_validation,FOODS_3_744,FOODS_3,FOODS,CA,d_692,8,2012-12-20,11247,Thursday,6,12,2012,"","","","",0,1.98
HOBBIES_1_413_CA_1_validation,HOBBIES_1_413,HOBBIES_1,HOBBIES,CA,d_693,0,2012-12-21,11247,Friday,7,12,2012,"","","","",0,4.66
HOUSEHOLD_1_146_CA_1_validation,HOUSEHOLD_1_146,HOUSEHOLD_1,HOUSEHOLD,CA,d_693,0,2012-12-21,11247,Friday,7,12,2012,"","","","",0,6.24
HOUSEHOLD_1_182_CA_1_validation,HOUSEHOLD_1_182,HOUSEHOLD_1,HOUSEHOLD,CA,d_693,0,2012-12-21,11247,Friday,7,12,2012,"","","","",0,4.47
HOUSEHOLD_1_192_CA_1_validation,HOUSEHOLD_1_192,HOUSEHOLD_1,HOUSEHOLD,CA,d_693,1,2012-12-21,11247,Friday,7,12,2012,"","","","",0,3.62
HOUSEHOLD_1_486_CA_1_validation,HOUSEHOLD_1_486,HOUSEHOLD_1,HOUSEHOLD,CA,d_693,1,2012-12-21,11247,Friday,7,12,2012,"","","","",0,17.97
HOUSEHOLD_1_492_CA_1_validation,HOUSEHOLD_1_492,HOUSEHOLD_1,HOUSEHOLD,CA,d_693,0,2012-12-21,11247,Friday,7,12,2012,"","","","",0,3.97
HOUSEHOLD_2_074_CA_1_validation,HOUSEHOLD_2_074,HOUSEHOLD_2,HOUSEHOLD,CA,d_693,2,2012-12-21,11247,Friday,7,12,2012,"","","","",0,0.97
FOODS_1_019_CA_1_validation,FOODS_1_019,FOODS_1,FOODS,CA,d_693,26,2012-12-21,11247,Friday,7,12,2012,"","","","",0,1.08
FOODS_3_239_CA_1_validation,FOODS_3_239,FOODS_3,FOODS,CA,d_693,0,2012-12-21,11247,Friday,7,12,2012,"","","","",0,1.98
FOODS_3_485_CA_1_validation,FOODS_3_485,FOODS_3,FOODS,CA,d_693,5,2012-12-21,11247,Friday,7,12,2012,"","","","",0,3.98
FOODS_3_679_CA_1_validation,FOODS_3_679,FOODS_3,FOODS,CA,d_693,0,2012-12-21,11247,Friday,7,12,2012,"","","","",0,3.96
FOODS_3_744_CA_1_validation,FOODS_3_744,FOODS_3,FOODS,CA,d_693,12,2012-12-21,11247,Friday,7,12,2012,"","","","",0,1.98
HOBBIES_1_413_CA_1_validation,HOBBIES_1_413,HOBBIES_1,HOBBIES,CA,d_694,0,2012-12-22,11248,Saturday,1,12,2012,"","","","",0,4.66
HOUSEHOLD_1_146_CA_1_validation,HOUSEHOLD_1_146,HOUSEHOLD_1,HOUSEHOLD,CA,d_694,0,2012-12-22,11248,Saturday,1,12,2012,"","","","",0,6.24
HOUSEHOLD_1_182_CA_1_validation,HOUSEHOLD_1_182,HOUSEHOLD_1,HOUSEHOLD,CA,d_694,0,2012-12-22,11248,Saturday,1,12,2012,"","","","",0,4.47
HOUSEHOLD_1_192_CA_1_validation,HOUSEHOLD_1_192,HOUSEHOLD_1,HOUSEHOLD,CA,d_694,0,2012-12-22,11248,Saturday,1,12,2012,"","","","",0,3.62
HOUSEHOLD_1_486_CA_1_validation,HOUSEHOLD_1_486,HOUSEHOLD_1,HOUSEHOLD,CA,d_694,2,2012-12-22,11248,Saturday,1,12,2012,"","","","",0,17.97
HOUSEHOLD_1_492_CA_1_validation,HOUSEHOLD_1_492,HOUSEHOLD_1,HOUSEHOLD,CA,d_694,0,2012-12-22,11248,Saturday,1,12,2012,"","","","",0,3.97
HOUSEHOLD_2_074_CA_1_validation,HOUSEHOLD_2_074,HOUSEHOLD_2,HOUSEHOLD,CA,d_694,3,2012-12-22,11248,Saturday,1,12,2012,"","","","",0,0.97
FOODS_1_019_CA_1_validation,FOODS_1_019,FOODS_1,FOODS,CA,d_694,2,2012-12-22,11248,Saturday,1,12,2012,"","","","",0,1.08
FOODS_3_239_CA_1_validation,FOODS_3_239,FOODS_3,FOODS,CA,d_694,0,2012-12-22,11248,Saturday,1,12,2012,"","","","",0,1.98
FOODS_3_485_CA_1_validation,FOODS_3_485,FOODS_3,FOODS,CA,d_694,5,2012-12-22,11248,Saturday,1,12,2012,"","","","",0,3.98
FOODS_3_679_CA_1_validation,FOODS_3_679,FOODS_3,FOODS,CA,d_694,0,2012-12-22,11248,Saturday,1,12,2012,"","","","",0,3.96
FOODS_3_744_CA_1_validation,FOODS_3_744,FOODS_3,FOODS,CA,d_694,14,2012-12-22,11248,Saturday,1,12,2012,"","","","",0,1.98
HOBBIES_1_413_CA_1_validation,HOBBIES_1_413,HOBBIES_1,HOBBIES,CA,d_695,0,2012-12-23,11248,Sunday,2,12,2012,"","","","",0,4.66
HOUSEHOLD_1_146_CA_1_validation,HOUSEHOLD_1_146,HOUSEHOLD_1,HOUSEHOLD,CA,d_695,1,2012-12-23,11248,Sunday,2,12,2012,"","","","",0,6.24
HOUSEHOLD_1_182_CA_1_validation,HOUSEHOLD_1_182,HOUSEHOLD_1,HOUSEHOLD,CA,d_695,0,2012-12-23,11248,Sunday,2,12,2012,"","","","",0,4.47
HOUSEHOLD_1_192_CA_1_validation,HOUSEHOLD_1_192,HOUSEHOLD_1,HOUSEHOLD,CA,d_695,0,2012-12-23,11248,Sunday,2,12,2012,"","","","",0,3.62
HOUSEHOLD_1_486_CA_1_validation,HOUSEHOLD_1_486,HOUSEHOLD_1,HOUSEHOLD,CA,d_695,0,2012-12-23,11248,Sunday,2,12,2012,"","","","",0,17.97
HOUSEHOLD_1_492_CA_1_validation,HOUSEHOLD_1_492,HOUSEHOLD_1,HOUSEHOLD,CA,d_695,0,2012-12-23,11248,Sunday,2,12,2012,"","","","",0,3.97
HOUSEHOLD_2_074_CA_1_validation,HOUSEHOLD_2_074,HOUSEHOLD_2,HOUSEHOLD,CA,d_695,1,2012-12-23,11248,Sunday,2,12,2012,"","","","",0,0.97
FOODS_1_019_CA_1_validation,FOODS_1_019,FOODS_1,FOODS,CA,d_695,0,2012-12-23,11248,Sunday,2,12,2012,"","","","",0,1.08
FOODS_3_239_CA_1_validation,FOODS_3_239,FOODS_3,FOODS,CA,d_695,0,2012-12-23,11248,Sunday,2,12,2012,"","","","",0,1.98
FOODS_3_485_CA_1_validation,FOODS_3_485,FOODS_3,FOODS,CA,d_695,4,2012-12-23,11248,Sunday,2,12,2012,"","","","",0,3.98
FOODS_3_679_CA_1_validation,FOODS_3_679,FOODS_3,FOODS,CA,d_695,0,2012-12-23,11248,Sunday,2,12,2012,"","","","",0,3.96
FOODS_3_744_CA_1_validation,FOODS_3_744,FOODS_3,FOODS,CA,d_695,16,2012-12-23,11248,Sunday,2,12,2012,"","","","",0,1.98
HOBBIES_1_413_CA_1_validation,HOBBIES_1_413,HOBBIES_1,HOBBIES,CA,d_696,0,2012-12-24,11248,Monday,3,12,2012,"","","","",0,4.66
HOUSEHOLD_1_146_CA_1_validation,HOUSEHOLD_1_146,HOUSEHOLD_1,HOUSEHOLD,CA,d_696,1,2012-12-24,11248,Monday,3,12,2012,"","","","",0,6.24
HOUSEHOLD_1_182_CA_1_validation,HOUSEHOLD_1_182,HOUSEHOLD_1,HOUSEHOLD,CA,d_696,0,2012-12-24,11248,Monday,3,12,2012,"","","","",0,4.47
HOUSEHOLD_1_192_CA_1_validation,HOUSEHOLD_1_192,HOUSEHOLD_1,HOUSEHOLD,CA,d_696,0,2012-12-24,11248,Monday,3,12,2012,"","","","",0,3.62
HOUSEHOLD_1_486_CA_1_validation,HOUSEHOLD_1_486,HOUSEHOLD_1,HOUSEHOLD,CA,d_696,1,2012-12-24,11248,Monday,3,12,2012,"","","","",0,17.97
HOUSEHOLD_1_492_CA_1_validation,HOUSEHOLD_1_492,HOUSEHOLD_1,HOUSEHOLD,CA,d_696,0,2012-12-24,11248,Monday,3,12,2012,"","","","",0,3.97
HOUSEHOLD_2_074_CA_1_validation,HOUSEHOLD_2_074,HOUSEHOLD_2,HOUSEHOLD,CA,d_696,0,2012-12-24,11248,Monday,3,12,2012,"","","","",0,0.97
FOODS_1_019_CA_1_validation,FOODS_1_019,FOODS_1,FOODS,CA,d_696,4,2012-12-24,11248,Monday,3,12,2012,"","","","",0,1.08
FOODS_3_239_CA_1_validation,FOODS_3_239,FOODS_3,FOODS,CA,d_696,1,2012-12-24,11248,Monday,3,12,2012,"","","","",0,1.98
FOODS_3_485_CA_1_validation,FOODS_3_485,FOODS_3,FOODS,CA,d_696,3,2012-12-24,11248,Monday,3,12,2012,"","","","",0,3.98
FOODS_3_679_CA_1_validation,FOODS_3_679,FOODS_3,FOODS,CA,d_696,0,2012-12-24,11248,Monday,3,12,2012,"","","","",0,3.96
FOODS_3_744_CA_1_validation,FOODS_3_744,FOODS_3,FOODS,CA,d_696,3,2012-12-24,11248,Monday,3,12,2012,"","","","",0,1.98
HOBBIES_1_413_CA_1_validation,HOBBIES_1_413,HOBBIES_1,HOBBIES,CA,d_697,0,2012-12-25,11248,Tuesday,4,12,2012,Christmas,National,"","",0,4.66
HOUSEHOLD_1_146_CA_1_validation,HOUSEHOLD_1_146,HOUSEHOLD_1,HOUSEHOLD,CA,d_697,0,2012-12-25,11248,Tuesday,4,12,2012,Christmas,National,"","",0,6.24
HOUSEHOLD_1_182_CA_1_validation,HOUSEHOLD_1_182,HOUSEHOLD_1,HOUSEHOLD,CA,d_697,0,2012-12-25,11248,Tuesday,4,12,2012,Christmas,National,"","",0,4.47
HOUSEHOLD_1_192_CA_1_validation,HOUSEHOLD_1_192,HOUSEHOLD_1,HOUSEHOLD,CA,d_697,0,2012-12-25,11248,Tuesday,4,12,2012,Christmas,National,"","",0,3.62
HOUSEHOLD_1_486_CA_1_validation,HOUSEHOLD_1_486,HOUSEHOLD_1,HOUSEHOLD,CA,d_697,0,2012-12-25,11248,Tuesday,4,12,2012,Christmas,National,"","",0,17.97
HOUSEHOLD_1_492_CA_1_validation,HOUSEHOLD_1_492,HOUSEHOLD_1,HOUSEHOLD,CA,d_697,0,2012-12-25,11248,Tuesday,4,12,2012,Christmas,National,"","",0,3.97
HOUSEHOLD_2_074_CA_1_validation,HOUSEHOLD_2_074,HOUSEHOLD_2,HOUSEHOLD,CA,d_697,0,2012-12-25,11248,Tuesday,4,12,2012,Christmas,National,"","",0,0.97
FOODS_1_019_CA_1_validation,FOODS_1_019,FOODS_1,FOODS,CA,d_697,0,2012-12-25,11248,Tuesday,4,12,2012,Christmas,National,"","",0,1.08
FOODS_3_239_CA_1_validation,FOODS_3_239,FOODS_3,FOODS,CA,d_697,0,2012-12-25,11248,Tuesday,4,12,2012,Christmas,National,"","",0,1.98
FOODS_3_485_CA_1_validation,FOODS_3_485,FOODS_3,FOODS,CA,d_697,0,2012-12-25,11248,Tuesday,4,12,2012,Christmas,National,"","",0,3.98
FOODS_3_679_CA_1_validation,FOODS_3_679,FOODS_3,FOODS,CA,d_697,0,2012-12-25,11248,Tuesday,4,12,2012,Christmas,National,"","",0,3.96
FOODS_3_744_CA_1_validation,FOODS_3_744,FOODS_3,FOODS,CA,d_697,0,2012-12-25,11248,Tuesday,4,12,2012,Christmas,National,"","",0,1.98
HOBBIES_1_413_CA_1_validation,HOBBIES_1_413,HOBBIES_1,HOBBIES,CA,d_698,0,2012-12-26,11248,Wednesday,5,12,2012,"","","","",0,4.66
HOUSEHOLD_1_146_CA_1_validation,HOUSEHOLD_1_146,HOUSEHOLD_1,HOUSEHOLD,CA,d_698,0,2012-12-26,11248,Wednesday,5,12,2012,"","","","",0,6.24
HOUSEHOLD_1_182_CA_1_validation,HOUSEHOLD_1_182,HOUSEHOLD_1,HOUSEHOLD,CA,d_698,0,2012-12-26,11248,Wednesday,5,12,2012,"","","","",0,4.47
HOUSEHOLD_1_192_CA_1_validation,HOUSEHOLD_1_192,HOUSEHOLD_1,HOUSEHOLD,CA,d_698,0,2012-12-26,11248,Wednesday,5,12,2012,"","","","",0,3.62
HOUSEHOLD_1_486_CA_1_validation,HOUSEHOLD_1_486,HOUSEHOLD_1,HOUSEHOLD,CA,d_698,0,2012-12-26,11248,Wednesday,5,12,2012,"","","","",0,17.97
HOUSEHOLD_1_492_CA_1_validation,HOUSEHOLD_1_492,HOUSEHOLD_1,HOUSEHOLD,CA,d_698,1,2012-12-26,11248,Wednesday,5,12,2012,"","","","",0,3.97
HOUSEHOLD_2_074_CA_1_validation,HOUSEHOLD_2_074,HOUSEHOLD_2,HOUSEHOLD,CA,d_698,0,2012-12-26,11248,Wednesday,5,12,2012,"","","","",0,0.97
FOODS_1_019_CA_1_validation,FOODS_1_019,FOODS_1,FOODS,CA,d_698,4,2012-12-26,11248,Wednesday,5,12,2012,"","","","",0,1.08
FOODS_3_239_CA_1_validation,FOODS_3_239,FOODS_3,FOODS,CA,d_698,3,2012-12-26,11248,Wednesday,5,12,2012,"","","","",0,1.98
FOODS_3_485_CA_1_validation,FOODS_3_485,FOODS_3,FOODS,CA,d_698,0,2012-12-26,11248,Wednesday,5,12,2012,"","","","",0,3.98
FOODS_3_679_CA_1_validation,FOODS_3_679,FOODS_3,FOODS,CA,d_698,0,2012-12-26,11248,Wednesday,5,12,2012,"","","","",0,3.96
FOODS_3_744_CA_1_validation,FOODS_3_744,FOODS_3,FOODS,CA,d_698,7,2012-12-26,11248,Wednesday,5,12,2012,"","","","",0,1.98
HOBBIES_1_413_CA_1_validation,HOBBIES_1_413,HOBBIES_1,HOBBIES,CA,d_699,0,2012-12-27,11248,Thursday,6,12,2012,"","","","",0,4.66
HOUSEHOLD_1_146_CA_1_validation,HOUSEHOLD_1_146,HOUSEHOLD_1,HOUSEHOLD,CA,d_699,1,2012-12-27,11248,Thursday,6,12,2012,"","","","",0,6.24
HOUSEHOLD_1_182_CA_1_validation,HOUSEHOLD_1_182,HOUSEHOLD_1,HOUSEHOLD,CA,d_699,0,2012-12-27,11248,Thursday,6,12,2012,"","","","",0,4.47
HOUSEHOLD_1_192_CA_1_validation,HOUSEHOLD_1_192,HOUSEHOLD_1,HOUSEHOLD,CA,d_699,0,2012-12-27,11248,Thursday,6,12,2012,"","","","",0,3.62
HOUSEHOLD_1_486_CA_1_validation,HOUSEHOLD_1_486,HOUSEHOLD_1,HOUSEHOLD,CA,d_699,3,2012-12-27,11248,Thursday,6,12,2012,"","","","",0,17.97
